plot,rate,pattern,block,stage,diameter,height,who,year
201,56,Grid,2,67,2.57,147.32,Laurel,2023
202,56,Row,2,65,2.57,133.35,Laurel,2023
202,56,Row,2,67,2.57,140.97,Laurel,2023
209,112,Row,2,63,2.57,110.49,Noelle,2023
104,168,Grid,1,71,2.57,121.92,Noelle,2023
102,28,Row,1,61,2.57,99.10,Laurel,2022
103,112,Grid,1,65,2.57,111.80,Laurel,2022
203,112,Row,2,61,2.56,101.60,Laurel,2022
208,28,Grid,2,65,2.56,94.00,Laurel,2022
305,168,Row,3,71,2.56,114.30,Noelle,2023
306,28,Row,3,59,2.56,109.22,Laurel,2023
309,112,Grid,3,71,2.56,123.19,Noelle,2023
201,56,Grid,2,65,2.56,163.83,Laurel,2023
202,56,Row,2,69,2.56,139.70,Laurel,2023
209,112,Row,2,65,2.56,124.46,Noelle,2023
107,56,Grid,1,63,2.56,123.19,Laurel,2023
109,56,Row,1,65,2.56,129.54,Noelle,2023
108,28,Grid,1,65,2.56,114.30,Laurel,2022
208,28,Grid,2,61,2.55,111.80,Laurel,2022
309,112,Grid,3,71,2.55,116.84,Noelle,2023
305,112,Grid,3,69,2.55,104.10,Laurel,2022
203,168,Row,2,71,2.55,125.73,Noelle,2023
203,168,Row,2,65,2.55,137.16,Noelle,2023
102,112,Row,1,71,2.55,129.54,Noelle,2023
104,168,Grid,1,71,2.55,133.35,Noelle,2023
101,112,Row,1,69,2.55,124.50,Laurel,2022
203,112,Row,2,61,2.54,106.70,Laurel,2022
306,28,Row,3,59,2.54,104.14,Laurel,2023
309,112,Grid,3,69,2.54,99.06,Noelle,2023
309,112,Grid,3,69,2.54,111.76,Noelle,2023
309,112,Grid,3,71,2.54,116.84,Noelle,2023
301,56,Grid,3,63,2.54,109.20,Laurel,2022
305,112,Grid,3,69,2.54,111.80,Laurel,2022
203,168,Row,2,69,2.54,111.76,Noelle,2023
208,112,Grid,2,69,2.54,134.62,Laurel,2023
209,112,Row,2,67,2.54,154.94,Noelle,2023
103,112,Grid,1,71,2.54,125.73,Laurel,2023
103,112,Grid,1,63,2.54,111.80,Laurel,2022
104,56,Row,1,61,2.54,96.50,Laurel,2022
308,168,Grid,3,69,2.53,119.38,Laurel,2023
309,112,Grid,3,67,2.53,114.30,Noelle,2023
308,56,Row,3,65,2.53,111.80,Laurel,2022
203,168,Row,2,71,2.53,124.46,Noelle,2023
208,112,Grid,2,69,2.53,129.54,Laurel,2023
208,112,Grid,2,69,2.53,142.24,Laurel,2023
104,168,Grid,1,71,2.53,111.76,Noelle,2023
104,168,Grid,1,69,2.53,120.65,Noelle,2023
104,168,Grid,1,67,2.53,128.27,Noelle,2023
104,168,Grid,1,69,2.53,138.43,Noelle,2023
306,28,Row,3,59,2.52,106.68,Laurel,2023
309,112,Grid,3,71,2.52,104.14,Noelle,2023
203,168,Row,2,65,2.52,111.76,Noelle,2023
206,168,Grid,2,67,2.52,127.00,Noelle,2023
209,112,Row,2,71,2.52,116.84,Noelle,2023
209,112,Row,2,69,2.52,121.92,Noelle,2023
102,112,Row,1,69,2.52,121.92,Noelle,2023
103,112,Grid,1,67,2.52,124.46,Laurel,2023
105,168,Row,1,71,2.52,132.08,Noelle,2023
107,56,Grid,1,65,2.52,111.76,Laurel,2023
309,112,Grid,3,67,2.51,111.76,Laurel,2023
301,56,Grid,3,61,2.51,124.50,Laurel,2022
201,56,Grid,2,67,2.51,127.00,Laurel,2023
206,168,Grid,2,71,2.51,121.92,Noelle,2023
104,168,Grid,1,67,2.51,116.84,Noelle,2023
101,112,Row,1,65,2.51,104.10,Laurel,2022
107,56,Grid,1,61,2.51,99.10,Laurel,2022
204,56,Row,2,65,2.5,104.10,Laurel,2022
303,56,Grid,3,63,2.5,91.44,Noelle,2023
309,112,Grid,3,69,2.5,88.90,Noelle,2023
203,168,Row,2,71,2.5,102.87,Noelle,2023
203,168,Row,2,71,2.5,113.03,Noelle,2023
203,168,Row,2,61,2.5,116.84,Noelle,2023
102,112,Row,1,71,2.5,116.84,Noelle,2023
104,168,Grid,1,71,2.5,119.38,Noelle,2023
107,56,Grid,1,67,2.5,147.32,Laurel,2023
104,56,Row,1,65,2.5,109.20,Laurel,2022
207,28,Row,2,65,2.49,94.00,Laurel,2022
209,168,Grid,2,69,2.49,99.10,Laurel,2022
209,168,Grid,2,67,2.49,106.70,Laurel,2022
304,112,Row,3,71,2.49,137.16,Laurel,2023
309,112,Grid,3,63,2.49,90.17,Noelle,2023
309,112,Grid,3,69,2.49,114.30,Noelle,2023
303,112,Row,3,67,2.49,114.30,Laurel,2022
305,112,Grid,3,69,2.49,114.30,Laurel,2022
305,112,Grid,3,65,2.49,119.40,Laurel,2022
202,56,Row,2,65,2.49,127.00,Laurel,2023
209,112,Row,2,65,2.49,101.60,Noelle,2023
104,168,Grid,1,71,2.49,116.84,Noelle,2023
105,168,Row,1,71,2.49,127.00,Noelle,2023
204,56,Row,2,67,2.48,96.50,Laurel,2022
302,56,Row,3,65,2.48,114.30,Noelle,2023
304,112,Row,3,69,2.48,140.97,Laurel,2023
308,168,Grid,3,71,2.48,119.38,Laurel,2023
308,168,Grid,3,71,2.48,128.27,Laurel,2023
306,168,Grid,3,69,2.48,109.20,Cody,2022
202,56,Row,2,63,2.48,127.00,Laurel,2023
203,168,Row,2,63,2.48,99.06,Noelle,2023
101,112,Row,1,69,2.48,119.40,Laurel,2022
104,56,Row,1,65,2.48,109.20,Laurel,2022
107,56,Grid,1,63,2.48,106.70,Laurel,2022
304,112,Row,3,67,2.47,144.78,Laurel,2023
309,112,Grid,3,71,2.47,106.68,Noelle,2023
309,112,Grid,3,69,2.47,109.22,Noelle,2023
308,56,Row,3,61,2.47,96.50,Laurel,2022
102,112,Row,1,71,2.47,113.03,Noelle,2023
104,168,Grid,1,69,2.47,121.92,Noelle,2023
105,168,Row,1,67,2.47,152.40,Noelle,2023
204,56,Row,2,69,2.46,111.80,Laurel,2022
209,168,Grid,2,69,2.46,109.20,Laurel,2022
303,112,Row,3,65,2.46,116.80,Laurel,2022
305,112,Grid,3,67,2.46,109.20,Laurel,2022
208,112,Grid,2,67,2.46,127.00,Laurel,2023
104,168,Grid,1,69,2.46,121.92,Noelle,2023
101,112,Row,1,69,2.46,116.80,Laurel,2022
102,28,Row,1,59,2.46,104.10,Laurel,2022
204,56,Row,2,67,2.45,101.60,Laurel,2022
206,56,Grid,2,65,2.45,101.60,Laurel,2022
207,28,Row,2,65,2.45,106.70,Laurel,2022
302,56,Row,3,65,2.45,140.97,Noelle,2023
307,168,Row,3,65,2.45,116.80,Laurel,2022
203,168,Row,2,69,2.45,104.14,Noelle,2023
206,168,Grid,2,61,2.45,104.14,Noelle,2023
209,112,Row,2,71,2.45,121.92,Noelle,2023
105,168,Row,1,67,2.45,111.76,Noelle,2023
107,56,Grid,1,67,2.45,153.67,Laurel,2023
103,112,Grid,1,69,2.45,110.50,Laurel,2022
209,168,Grid,2,69,2.44,99.10,Laurel,2022
306,28,Row,3,61,2.44,109.22,Laurel,2023
203,168,Row,2,69,2.44,120.65,Noelle,2023
208,112,Grid,2,69,2.44,129.54,Laurel,2023
103,112,Grid,1,69,2.44,130.81,Laurel,2023
104,168,Grid,1,71,2.44,127.00,Noelle,2023
105,168,Row,1,71,2.44,134.62,Noelle,2023
102,28,Row,1,65,2.44,104.10,Laurel,2022
209,168,Grid,2,69,2.43,114.30,Laurel,2022
303,56,Grid,3,65,2.43,120.65,Noelle,2023
306,168,Grid,3,69,2.43,87.60,Cody,2022
308,56,Row,3,69,2.43,106.70,Laurel,2022
204,28,Row,2,59,2.43,72.39,Noelle,2023
208,112,Grid,2,59,2.43,115.57,Laurel,2023
105,168,Row,1,71,2.43,127.00,Noelle,2023
107,56,Grid,1,61,2.43,147.32,Laurel,2023
101,112,Row,1,65,2.43,114.30,Laurel,2022
102,28,Row,1,63,2.43,111.80,Laurel,2022
304,112,Row,3,71,2.42,125.73,Laurel,2023
304,112,Row,3,69,2.42,135.89,Laurel,2023
302,28,Grid,3,61,2.42,119.40,Laurel,2022
306,168,Grid,3,61,2.42,105.40,Cody,2022
307,168,Row,3,67,2.42,109.20,Laurel,2022
308,56,Row,3,69,2.42,111.80,Laurel,2022
209,112,Row,2,65,2.42,106.68,Noelle,2023
102,112,Row,1,71,2.42,114.30,Noelle,2023
105,168,Row,1,61,2.42,99.06,Noelle,2023
101,112,Row,1,67,2.42,111.80,Laurel,2022
103,112,Grid,1,63,2.42,96.50,Laurel,2022
103,112,Grid,1,69,2.42,96.50,Laurel,2022
109,168,Row,1,61,2.42,96.50,Laurel,2022
203,112,Row,2,65,2.41,104.10,Laurel,2022
204,56,Row,2,63,2.41,99.10,Laurel,2022
204,56,Row,2,69,2.41,106.70,Laurel,2022
208,28,Grid,2,61,2.41,101.60,Laurel,2022
304,112,Row,3,67,2.41,134.62,Laurel,2023
308,168,Grid,3,71,2.41,115.57,Laurel,2023
309,112,Grid,3,63,2.41,110.49,Noelle,2023
302,28,Grid,3,61,2.41,99.10,Laurel,2022
308,56,Row,3,67,2.41,99.10,Laurel,2022
308,56,Row,3,67,2.41,116.80,Laurel,2022
201,56,Grid,2,59,2.41,116.84,Laurel,2023
203,168,Row,2,71,2.41,120.65,Noelle,2023
102,112,Row,1,69,2.41,124.46,Noelle,2023
103,112,Grid,1,69,2.41,142.24,Laurel,2023
107,56,Grid,1,69,2.41,142.24,Laurel,2023
206,56,Grid,2,61,2.4,94.00,Laurel,2022
304,112,Row,3,71,2.4,127.00,Laurel,2023
304,112,Row,3,69,2.4,135.89,Laurel,2023
306,28,Row,3,61,2.4,127.00,Laurel,2023
201,56,Grid,2,61,2.4,133.35,Laurel,2023
203,168,Row,2,61,2.4,116.84,Noelle,2023
204,28,Row,2,59,2.4,106.68,Noelle,2023
206,168,Grid,2,71,2.4,116.84,Noelle,2023
208,112,Grid,2,67,2.4,132.08,Laurel,2023
104,168,Grid,1,71,2.4,111.76,Noelle,2023
104,168,Grid,1,69,2.4,137.16,Noelle,2023
107,56,Grid,1,59,2.4,99.06,Laurel,2023
107,56,Grid,1,65,2.4,134.62,Laurel,2023
102,28,Row,1,65,2.4,58.40,Laurel,2022
102,28,Row,1,61,2.4,111.80,Laurel,2022
103,112,Grid,1,61,2.4,106.70,Laurel,2022
105,168,Grid,1,63,2.4,94.00,Laurel,2022
201,112,Grid,2,65,2.39,106.70,Laurel,2022
308,168,Grid,3,71,2.39,125.73,Laurel,2023
202,56,Row,2,59,2.39,106.68,Laurel,2023
105,168,Row,1,71,2.39,116.84,Noelle,2023
101,112,Row,1,65,2.39,108.00,Laurel,2022
302,56,Row,3,69,2.38,134.62,Noelle,2023
305,168,Row,3,69,2.38,118.11,Noelle,2023
308,168,Grid,3,71,2.38,121.92,Laurel,2023
309,112,Grid,3,69,2.38,110.49,Noelle,2023
203,168,Row,2,67,2.38,109.22,Noelle,2023
206,168,Grid,2,71,2.38,111.76,Noelle,2023
208,112,Grid,2,59,2.38,109.22,Laurel,2023
102,112,Row,1,71,2.38,113.03,Noelle,2023
103,112,Grid,1,69,2.38,132.08,Laurel,2023
104,56,Row,1,61,2.38,114.30,Laurel,2022
303,112,Row,3,63,2.378,106.70,Laurel,2022
202,168,Row,2,65,2.37,104.10,Laurel,2022
306,28,Row,3,59,2.37,104.14,Laurel,2023
308,168,Grid,3,71,2.37,114.30,Laurel,2023
309,112,Grid,3,69,2.37,111.76,Noelle,2023
309,112,Grid,3,71,2.37,114.30,Noelle,2023
309,112,Grid,3,71,2.37,116.84,Noelle,2023
309,112,Grid,3,63,2.37,123.19,Noelle,2023
304,28,Row,3,67,2.37,111.80,Laurel,2022
201,56,Grid,2,67,2.37,129.54,Laurel,2023
206,168,Grid,2,63,2.37,77.47,Noelle,2023
208,112,Grid,2,69,2.37,132.08,Laurel,2023
103,112,Grid,1,69,2.37,138.43,Laurel,2023
104,168,Grid,1,71,2.37,132.08,Noelle,2023
105,168,Row,1,71,2.37,127.00,Noelle,2023
103,112,Grid,1,67,2.37,94.00,Laurel,2022
103,112,Grid,1,61,2.37,114.30,Laurel,2022
201,112,Grid,2,71,2.36,106.70,Laurel,2022
208,28,Grid,2,63,2.36,109.20,Laurel,2022
209,168,Grid,2,69,2.36,101.60,Laurel,2022
309,112,Grid,3,67,2.36,97.79,Noelle,2023
305,112,Grid,3,69,2.36,119.40,Laurel,2022
306,168,Grid,3,68,2.36,105.40,Cody,2022
203,168,Row,2,65,2.36,111.76,Noelle,2023
206,168,Grid,2,65,2.36,113.03,Noelle,2023
105,168,Row,1,71,2.36,132.08,Noelle,2023
101,112,Row,1,69,2.36,119.40,Laurel,2022
103,112,Grid,1,67,2.36,104.10,Laurel,2022
203,112,Row,2,69,2.35,99.10,Laurel,2022
306,28,Row,3,59,2.35,116.84,Laurel,2023
306,168,Grid,3,69,2.35,101.60,Cody,2022
102,112,Row,1,71,2.35,118.11,Noelle,2023
104,168,Grid,1,71,2.35,101.60,Noelle,2023
104,168,Grid,1,71,2.35,113.03,Noelle,2023
105,168,Row,1,71,2.35,121.92,Noelle,2023
103,112,Grid,1,67,2.35,95.30,Laurel,2022
103,112,Grid,1,65,2.35,109.20,Laurel,2022
108,28,Grid,1,61,2.35,101.60,Laurel,2022
202,168,Row,2,65,2.34,94.00,Laurel,2022
202,168,Row,2,67,2.34,96.50,Laurel,2022
206,56,Grid,2,61,2.34,91.40,Laurel,2022
308,168,Grid,3,69,2.34,111.76,Laurel,2023
307,168,Row,3,69,2.34,109.20,Laurel,2022
201,56,Grid,2,61,2.34,116.84,Laurel,2023
206,168,Grid,2,69,2.34,121.92,Noelle,2023
102,112,Row,1,71,2.34,110.49,Noelle,2023
102,112,Row,1,71,2.34,123.19,Noelle,2023
109,56,Row,1,59,2.34,78.74,Noelle,2023
101,112,Row,1,61,2.34,96.50,Laurel,2022
203,112,Row,2,67,2.33,101.60,Laurel,2022
207,28,Row,2,65,2.33,104.10,Laurel,2022
305,168,Row,3,71,2.33,107.95,Noelle,2023
305,168,Row,3,71,2.33,124.46,Laurel,2023
306,28,Row,3,59,2.33,106.68,Laurel,2023
104,168,Grid,1,71,2.33,127.00,Noelle,2023
105,168,Row,1,71,2.33,113.03,Noelle,2023
203,112,Row,2,65,2.32,104.10,Laurel,2022
307,168,Row,3,69,2.32,111.80,Laurel,2022
201,56,Grid,2,57,2.32,127.00,Laurel,2023
203,168,Row,2,61,2.32,114.30,Noelle,2023
203,168,Row,2,69,2.32,115.57,Noelle,2023
104,168,Grid,1,71,2.32,115.57,Noelle,2023
103,112,Grid,1,61,2.32,96.50,Laurel,2022
109,168,Row,1,69,2.32,101.60,Laurel,2022
202,168,Row,2,69,2.31,104.10,Laurel,2022
203,112,Row,2,67,2.31,99.10,Laurel,2022
209,168,Grid,2,61,2.31,96.50,Laurel,2022
209,168,Grid,2,67,2.31,109.20,Laurel,2022
306,168,Grid,3,66,2.31,83.80,Cody,2022
308,56,Row,3,63,2.31,104.10,Laurel,2022
203,168,Row,2,65,2.31,118.11,Noelle,2023
206,168,Grid,2,61,2.31,86.36,Noelle,2023
208,112,Grid,2,71,2.31,132.08,Laurel,2023
104,168,Grid,1,71,2.31,128.27,Noelle,2023
105,168,Row,1,71,2.31,125.73,Noelle,2023
101,112,Row,1,61,2.31,111.80,Laurel,2022
204,56,Row,2,63,2.3,88.90,Laurel,2022
303,56,Grid,3,61,2.3,121.92,Noelle,2023
304,112,Row,3,69,2.3,135.89,Laurel,2023
306,28,Row,3,59,2.3,93.98,Laurel,2023
203,168,Row,2,69,2.3,60.96,Noelle,2023
203,168,Row,2,61,2.3,91.44,Noelle,2023
203,168,Row,2,61,2.3,109.22,Noelle,2023
203,168,Row,2,69,2.3,119.38,Noelle,2023
104,168,Grid,1,71,2.3,121.92,Noelle,2023
101,112,Row,1,65,2.3,121.90,Laurel,2022
202,168,Row,2,69,2.29,101.60,Laurel,2022
206,56,Grid,2,63,2.29,88.90,Laurel,2022
304,112,Row,3,59,2.29,71.12,Laurel,2023
309,112,Grid,3,61,2.29,109.22,Noelle,2023
301,56,Grid,3,67,2.29,109.20,Laurel,2022
304,28,Row,3,69,2.29,114.30,Laurel,2022
308,56,Row,3,63,2.29,116.80,Laurel,2022
202,56,Row,2,67,2.29,134.62,Laurel,2023
206,168,Grid,2,59,2.29,97.79,Noelle,2023
105,168,Row,1,69,2.29,129.54,Noelle,2023
101,112,Row,1,65,2.29,104.10,Laurel,2022
306,28,Row,3,63,2.28,134.62,Laurel,2023
308,168,Grid,3,65,2.28,128.27,Laurel,2023
301,56,Grid,3,67,2.28,109.20,Laurel,2022
308,56,Row,3,65,2.28,114.30,Laurel,2022
203,168,Row,2,65,2.28,99.06,Noelle,2023
203,168,Row,2,63,2.28,110.49,Noelle,2023
203,168,Row,2,63,2.28,114.30,Noelle,2023
209,112,Row,2,63,2.28,113.03,Noelle,2023
102,112,Row,1,71,2.28,125.73,Noelle,2023
103,112,Grid,1,69,2.28,129.54,Laurel,2023
101,112,Row,1,61,2.28,99.10,Laurel,2022
203,112,Row,2,63,2.27,101.60,Laurel,2022
209,168,Grid,2,69,2.27,94.00,Laurel,2022
304,112,Row,3,71,2.27,134.62,Laurel,2023
301,56,Grid,3,65,2.27,96.50,Laurel,2022
209,112,Row,2,59,2.27,102.87,Noelle,2023
104,168,Grid,1,71,2.27,134.62,Noelle,2023
202,168,Row,2,69,2.26,104.10,Laurel,2022
304,112,Row,3,69,2.26,129.54,Laurel,2023
305,168,Row,3,71,2.26,116.84,Laurel,2023
308,168,Grid,3,67,2.26,129.54,Laurel,2023
306,168,Grid,3,69,2.26,64.80,Cody,2022
201,56,Grid,2,na,2.26,68.58,Laurel,2023
203,168,Row,2,71,2.26,111.76,Noelle,2023
206,168,Grid,2,71,2.26,104.14,Noelle,2023
103,112,Grid,1,69,2.26,128.27,Laurel,2023
105,168,Row,1,71,2.26,119.38,Noelle,2023
101,112,Row,1,69,2.26,129.50,Laurel,2022
204,56,Row,2,63,2.25,76.20,Laurel,2022
204,56,Row,2,65,2.25,94.00,Laurel,2022
209,168,Grid,2,63,2.25,113.00,Laurel,2022
302,56,Row,3,71,2.25,127.00,Noelle,2023
304,112,Row,3,71,2.25,146.05,Laurel,2023
301,56,Grid,3,65,2.25,101.60,Laurel,2022
301,56,Grid,3,65,2.25,109.20,Laurel,2022
201,56,Grid,2,59,2.25,100.33,Laurel,2023
206,168,Grid,2,61,2.25,107.95,Noelle,2023
102,112,Row,1,71,2.25,124.46,Noelle,2023
202,168,Row,2,65,2.24,109.20,Laurel,2022
207,28,Row,2,65,2.24,86.40,Laurel,2022
309,112,Grid,3,65,2.24,91.44,Noelle,2023
303,112,Row,3,65,2.24,101.60,Laurel,2022
203,168,Row,2,61,2.24,96.52,Noelle,2023
208,112,Grid,2,71,2.24,116.84,Laurel,2023
105,168,Row,1,69,2.24,104.14,Noelle,2023
105,168,Row,1,71,2.24,114.30,Noelle,2023
109,56,Row,1,69,2.24,127.00,Noelle,2023
103,112,Grid,1,63,2.24,104.10,Laurel,2022
109,168,Row,1,63,2.24,91.40,Laurel,2022
201,112,Grid,2,61,2.23,99.10,Laurel,2022
203,112,Row,2,61,2.23,96.50,Laurel,2022
207,28,Row,2,63,2.23,81.30,Laurel,2022
309,112,Grid,3,63,2.23,92.71,Noelle,2023
309,112,Grid,3,71,2.23,114.30,Noelle,2023
308,56,Row,3,67,2.23,124.50,Laurel,2022
206,168,Grid,2,59,2.23,100.33,Noelle,2023
208,112,Grid,2,69,2.23,129.54,Laurel,2023
208,112,Grid,2,71,2.23,142.24,Laurel,2023
105,168,Row,1,71,2.23,107.95,Noelle,2023
105,168,Row,1,71,2.23,123.19,Noelle,2023
105,168,Row,1,71,2.23,124.46,Noelle,2023
101,112,Row,1,63,2.23,124.50,Laurel,2022
204,56,Row,2,67,2.22,96.50,Laurel,2022
304,112,Row,3,71,2.22,110.49,Laurel,2023
306,28,Row,3,61,2.22,115.57,Laurel,2023
308,168,Grid,3,71,2.22,114.30,Laurel,2023
305,112,Grid,3,69,2.22,106.70,Laurel,2022
307,168,Row,3,67,2.22,116.80,Laurel,2022
204,28,Row,2,59,2.22,93.98,Noelle,2023
208,112,Grid,2,67,2.22,144.78,Laurel,2023
104,168,Grid,1,71,2.22,109.22,Noelle,2023
104,168,Grid,1,67,2.22,114.30,Noelle,2023
104,168,Grid,1,67,2.22,119.38,Noelle,2023
101,112,Row,1,61,2.22,94.00,Laurel,2022
102,28,Row,1,61,2.22,101.60,Laurel,2022
103,112,Grid,1,61,2.22,88.90,Laurel,2022
103,112,Grid,1,67,2.22,94.00,Laurel,2022
107,56,Grid,1,61,2.22,81.30,Laurel,2022
201,112,Grid,2,69,2.21,114.30,Laurel,2022
204,56,Row,2,69,2.21,91.40,Laurel,2022
202,56,Row,2,59,2.21,116.84,Laurel,2023
206,168,Grid,2,71,2.21,96.52,Noelle,2023
208,112,Grid,2,71,2.21,127.00,Laurel,2023
104,168,Grid,1,71,2.21,121.92,Noelle,2023
105,168,Row,1,69,2.21,114.30,Noelle,2023
103,112,Grid,1,61,2.21,78.70,Laurel,2022
307,28,Grid,3,59,2.2,101.60,Noelle,2023
209,112,Row,2,63,2.2,115.57,Noelle,2023
104,168,Grid,1,67,2.2,110.49,Noelle,2023
105,168,Row,1,71,2.2,132.08,Noelle,2023
103,112,Grid,1,61,2.2,96.50,Laurel,2022
206,56,Grid,2,61,2.19,94.00,Laurel,2022
206,56,Grid,2,61,2.19,96.50,Laurel,2022
207,28,Row,2,63,2.19,111.80,Laurel,2022
208,28,Grid,2,61,2.19,99.10,Laurel,2022
309,112,Grid,3,71,2.19,85.09,Noelle,2023
303,112,Row,3,63,2.19,88.90,Laurel,2022
304,28,Row,3,59,2.19,94.00,Laurel,2022
306,168,Grid,3,68,2.19,96.50,Cody,2022
202,56,Row,2,59,2.19,114.30,Laurel,2023
206,168,Grid,2,63,2.19,86.36,Noelle,2023
206,168,Grid,2,61,2.19,93.98,Noelle,2023
206,168,Grid,2,71,2.19,111.76,Noelle,2023
103,112,Grid,1,69,2.19,116.84,Laurel,2023
104,168,Grid,1,71,2.19,116.84,Noelle,2023
105,168,Row,1,71,2.19,101.60,Noelle,2023
105,168,Row,1,71,2.19,109.22,Noelle,2023
105,168,Row,1,71,2.19,118.11,Noelle,2023
101,112,Row,1,61,2.19,99.10,Laurel,2022
203,112,Row,2,61,2.18,81.30,Laurel,2022
206,56,Grid,2,59,2.18,81.30,Laurel,2022
209,168,Grid,2,67,2.18,88.90,Laurel,2022
305,168,Row,3,71,2.18,132.08,Laurel,2023
304,28,Row,3,61,2.18,99.10,Laurel,2022
306,168,Grid,3,68,2.18,96.50,Cody,2022
201,56,Grid,2,69,2.18,106.68,Laurel,2023
203,168,Row,2,61,2.18,101.60,Noelle,2023
209,112,Row,2,63,2.18,87.63,Noelle,2023
103,112,Grid,1,69,2.18,127.00,Laurel,2023
104,168,Grid,1,71,2.18,119.38,Noelle,2023
105,168,Row,1,71,2.18,91.44,Noelle,2023
107,56,Grid,1,67,2.18,101.60,Laurel,2022
109,168,Row,1,63,2.18,96.50,Laurel,2022
308,168,Grid,3,71,2.17,119.38,Laurel,2023
308,168,Grid,3,71,2.17,132.08,Laurel,2023
304,28,Row,3,61,2.17,78.70,Laurel,2022
308,56,Row,3,61,2.17,101.60,Laurel,2022
201,56,Grid,2,65,2.17,121.92,Laurel,2023
203,168,Row,2,63,2.17,96.52,Noelle,2023
203,168,Row,2,65,2.17,104.14,Noelle,2023
206,168,Grid,2,67,2.17,110.49,Noelle,2023
206,168,Grid,2,63,2.17,111.76,Noelle,2023
206,168,Grid,2,71,2.17,111.76,Noelle,2023
103,112,Grid,1,63,2.17,111.76,Laurel,2023
104,168,Grid,1,69,2.17,109.22,Noelle,2023
105,168,Row,1,71,2.17,113.03,Noelle,2023
107,56,Grid,1,61,2.17,111.76,Laurel,2023
101,112,Row,1,71,2.17,99.10,Laurel,2022
101,112,Row,1,61,2.17,109.20,Laurel,2022
104,56,Row,1,63,2.17,129.50,Laurel,2022
209,168,Grid,2,61,2.16,73.70,Laurel,2022
306,28,Row,3,59,2.16,88.90,Laurel,2023
308,168,Grid,3,71,2.16,116.84,Laurel,2023
308,168,Grid,3,71,2.16,129.54,Laurel,2023
206,168,Grid,2,65,2.16,88.90,Noelle,2023
103,112,Grid,1,69,2.16,130.81,Laurel,2023
104,168,Grid,1,63,2.16,93.98,Noelle,2023
104,168,Grid,1,65,2.16,105.41,Noelle,2023
104,168,Grid,1,71,2.16,110.49,Noelle,2023
104,168,Grid,1,71,2.16,111.76,Noelle,2023
104,168,Grid,1,71,2.16,114.30,Noelle,2023
105,168,Row,1,71,2.16,104.14,Noelle,2023
101,112,Row,1,61,2.16,91.40,Laurel,2022
102,28,Row,1,63,2.16,91.40,Laurel,2022
201,112,Grid,2,69,2.15,101.60,Laurel,2022
202,168,Row,2,67,2.15,109.20,Laurel,2022
204,56,Row,2,69,2.15,83.80,Laurel,2022
304,112,Row,3,71,2.15,121.92,Laurel,2023
306,28,Row,3,61,2.15,101.60,Laurel,2023
308,168,Grid,3,69,2.15,111.76,Laurel,2023
309,112,Grid,3,61,2.15,91.44,Noelle,2023
303,112,Row,3,69,2.15,109.20,Laurel,2022
305,112,Grid,3,69,2.15,106.70,Laurel,2022
308,56,Row,3,63,2.15,104.10,Laurel,2022
206,168,Grid,2,71,2.15,124.46,Noelle,2023
209,112,Row,2,67,2.15,119.38,Noelle,2023
103,112,Grid,1,67,2.15,121.92,Laurel,2023
104,168,Grid,1,71,2.15,93.98,Noelle,2023
105,168,Row,1,71,2.15,109.22,Noelle,2023
305,168,Row,3,71,2.14,111.76,Laurel,2023
305,168,Row,3,71,2.14,121.92,Laurel,2023
308,168,Grid,3,67,2.14,119.38,Laurel,2023
307,168,Row,3,69,2.14,106.70,Laurel,2022
203,168,Row,2,65,2.14,111.76,Noelle,2023
103,112,Grid,1,69,2.14,120.65,Laurel,2023
105,168,Row,1,71,2.14,106.68,Noelle,2023
107,56,Grid,1,63,2.14,119.38,Laurel,2023
103,112,Grid,1,61,2.14,106.70,Laurel,2022
104,56,Row,1,59,2.14,104.10,Laurel,2022
204,56,Row,2,63,2.13,96.50,Laurel,2022
207,28,Row,2,63,2.13,94.00,Laurel,2022
209,168,Grid,2,61,2.13,104.10,Laurel,2022
305,168,Row,3,71,2.13,119.38,Laurel,2023
308,168,Grid,3,71,2.13,125.73,Laurel,2023
202,56,Row,2,63,2.13,124.46,Laurel,2023
203,168,Row,2,71,2.13,130.81,Noelle,2023
209,112,Row,2,63,2.13,99.06,Noelle,2023
209,112,Row,2,63,2.13,101.60,Noelle,2023
209,112,Row,2,63,2.13,115.57,Noelle,2023
209,112,Row,2,67,2.13,125.73,Noelle,2023
102,112,Row,1,69,2.13,111.76,Noelle,2023
203,112,Row,2,63,2.12,100.30,Laurel,2022
305,168,Row,3,67,2.12,114.30,Laurel,2023
306,28,Row,3,61,2.12,109.22,Laurel,2023
309,112,Grid,3,71,2.12,111.76,Noelle,2023
303,112,Row,3,61,2.12,104.10,Laurel,2022
206,168,Grid,2,63,2.12,102.87,Noelle,2023
208,112,Grid,2,69,2.12,134.62,Laurel,2023
105,168,Row,1,71,2.12,111.76,Noelle,2023
103,112,Grid,1,65,2.12,101.60,Laurel,2022
103,112,Grid,1,69,2.12,101.60,Laurel,2022
203,112,Row,2,61,2.11,96.50,Laurel,2022
304,112,Row,3,65,2.11,129.54,Laurel,2023
306,168,Grid,3,67,2.11,101.60,Cody,2022
307,168,Row,3,67,2.11,106.70,Laurel,2022
202,56,Row,2,59,2.11,78.74,Laurel,2023
202,56,Row,2,69,2.11,124.46,Laurel,2023
